time,accel_x,accel_y,accel_z,mag_x,mag_y,mag_z,gyro_x,gyro_y,gyro_z,temp,humidity,pressure,altitude,fix_q,sat,lat,long,gps_alt,gps_speed,telem_signal
1051.861,37.423,14.586,-10.076,-0.215,0.589,-0.232,-0.031,-0.125,-0.013,90.523,18.117,997.861,-31.478,1.0,4.0,38.636,-90.228,456.365,0.317,-40
1052.28,40.365,13.626,-8.567,-0.201,0.615,-0.265,0.018,0.021,0.022,90.504,17.905,997.8,-30.025,1.0,6.0,38.636,-90.228,459.646,0.317,-40
1052.693,39.119,18.912,-9.778,-0.205,0.606,-0.247,-0.012,-0.039,-0.011,90.468,17.579,997.794,-29.958,1.0,6.0,38.636,-90.228,459.646,0.317,-40
1053.109,36.919,13.091,-10.168,-0.205,0.595,-0.236,0.014,-0.071,-0.026,90.449,18.027,997.81,-30.166,1.0,6.0,38.636,-90.228,459.646,0.317,-40
1053.527,39.401,10.918,-13.248,-0.215,0.601,-0.23,0.045,0.015,-0.015,90.449,17.808,997.824,-29.651,1.0,12.0,38.636,-90.228,459.646,0.317,-40
1053.949,39.113,9.825,-11.742,-0.22,0.604,-0.235,-0.036,-0.153,-0.006,90.458,17.857,997.781,-30.174,1.0,12.0,38.636,-90.228,459.646,0.317,-40
1054.369,30.377,12.812,-5.805,-0.209,0.597,-0.234,0.051,0.206,0.016,90.468,17.764,997.833,-30.629,1.0,12.0,38.636,-90.228,459.646,0.317,-40
1054.783,31.39,9.552,-8.267,-0.216,0.598,-0.254,0.028,0.05,-0.021,90.449,17.902,997.805,-29.929,1.0,4.0,38.636,-90.228,459.646,0.317,-39
1055.195,33.439,11.886,-9.411,-0.208,0.6,-0.232,0.004,-0.063,-0.071,90.431,17.935,997.816,-29.333,1.0,4.0,38.636,-90.228,459.646,0.317,-40
1055.614,34.354,11.446,-8.808,-0.207,0.616,-0.247,0.031,-0.026,-0.018,90.403,17.81,997.843,-30.607,1.0,4.0,38.636,-90.228,459.646,0.724,-40
1056.032,29.473,8.282,-4.263,-0.207,0.609,-0.235,0.029,0.01,-0.071,90.394,17.782,997.857,-31.835,1.0,4.0,38.636,-90.228,459.646,0.724,-39
1056.445,33.996,7.409,-12.81,-0.214,0.614,-0.237,-0.021,0.026,0.041,90.403,17.907,997.929,-33.916,1.0,6.0,38.636,-90.228,461.942,0.724,-39
1056.856,32.866,9.242,-11.246,-0.215,0.611,-0.24,-0.002,-0.19,-0.06,90.394,17.864,997.968,-34.493,1.0,6.0,38.636,-90.228,461.942,0.724,-40
1057.274,35.433,7.615,-16.017,-0.208,0.619,-0.239,0.005,-0.071,-0.018,90.376,18.029,997.97,-34.762,1.0,6.0,38.636,-90.228,461.942,0.724,-40
1057.693,33.631,4.759,-9.126,-0.213,0.614,-0.239,-0.007,-0.053,-0.012,90.329,17.986,998.033,-35.962,1.0,12.0,38.636,-90.228,461.942,0.724,-40
1058.115,33.753,6.459,-7.538,-0.2,0.638,-0.249,-0.023,-0.157,0.036,90.32,17.725,998.073,-37.493,1.0,12.0,38.636,-90.228,461.942,0.724,-40
1058.534,32.619,6.744,-7.817,-0.206,0.618,-0.244,-0.028,-0.062,0.018,90.339,17.789,998.122,-38.471,1.0,12.0,38.636,-90.228,461.942,0.724,-40
1058.955,37.144,7.586,-12.783,-0.211,0.605,-0.233,-0.009,-0.044,0.011,90.357,17.974,998.089,-38.166,1.0,4.0,38.636,-90.228,461.942,0.724,-40
1059.373,32.801,6.498,-7.071,-0.216,0.619,-0.247,-0.023,-0.087,-0.005,90.394,18.126,998.13,-39.002,1.0,4.0,38.636,-90.228,461.942,0.724,-40
1059.791,33.453,11.175,-15.13,-0.215,0.604,-0.223,0.025,0.069,-0.007,90.403,17.896,998.17,-39.557,1.0,4.0,38.636,-90.228,461.942,1.131,-40
1060.207,30.731,5.713,-2.498,-0.223,0.623,-0.236,-0.009,0.0,-0.008,90.431,18.006,998.196,-40.052,1.0,4.0,38.636,-90.228,461.942,1.131,-40
1060.625,26.444,8.408,-7.052,-0.208,0.607,-0.256,0.052,0.077,-0.061,90.403,17.854,998.211,-40.776,1.0,6.0,38.636,-90.228,465.223,1.131,-39
1061.038,31.243,6.312,-8.337,-0.215,0.613,-0.243,-0.031,-0.169,0.029,90.403,18.039,998.253,-42.31,1.0,6.0,38.636,-90.228,465.223,1.131,-40
1061.451,34.35,7.813,-14.123,-0.221,0.62,-0.238,-0.01,-0.091,-0.005,90.431,18.104,998.227,-41.517,1.0,6.0,38.636,-90.228,465.223,1.131,-39
1061.87,33.834,5.87,-8.969,-0.217,0.626,-0.23,-0.007,-0.024,0.002,90.394,18.394,998.266,-42.9,1.0,12.0,38.636,-90.228,465.223,1.131,-40
1062.291,33.865,7.642,-11.297,-0.224,0.626,-0.242,-0.017,-0.084,0.001,90.394,17.957,998.25,-42.656,1.0,12.0,38.636,-90.228,465.223,1.131,-40
1062.711,34.199,6.916,-9.016,-0.225,0.613,-0.245,-0.012,-0.079,0.001,90.376,18.329,998.235,-43.067,1.0,12.0,38.636,-90.228,465.223,1.131,-40
1063.128,34.0,8.477,-9.483,-0.225,0.624,-0.248,-0.019,-0.099,-0.002,90.293,18.249,998.285,-43.011,1.0,4.0,38.636,-90.228,465.223,1.131,-40
1063.547,32.473,7.354,-6.068,-0.221,0.62,-0.241,-0.005,0.014,0.003,90.302,18.107,998.28,-43.546,1.0,4.0,38.636,-90.228,465.223,1.131,-39
1063.96,35.739,6.973,-11.195,-0.218,0.614,-0.254,-0.03,-0.118,0.006,90.283,18.25,998.303,-44.018,1.0,4.0,38.636,-90.228,465.223,0.952,-40
1064.378,35.529,8.119,-12.268,-0.221,0.625,-0.241,-0.017,-0.095,-0.009,90.293,17.993,998.329,-43.892,1.0,4.0,38.636,-90.228,465.223,0.952,-40
1064.797,36.734,8.512,-13.187,-0.222,0.62,-0.232,-0.008,-0.055,0.001,90.293,17.998,998.303,-43.905,1.0,6.0,38.636,-90.228,467.52,0.952,-40
1065.215,34.55,9.105,-10.111,-0.225,0.622,-0.239,-0.01,-0.083,0.0,90.32,17.976,998.343,-44.556,1.0,6.0,38.636,-90.228,467.52,0.952,-40
1065.632,34.23,9.138,-8.06,-0.222,0.601,-0.224,-0.012,-0.083,0.001,90.293,17.834,998.31,-44.244,1.0,6.0,38.636,-90.228,467.52,0.952,-41
1066.044,34.646,9.78,-9.275,-0.216,0.625,-0.231,-0.001,-0.069,0.006,90.247,18.169,998.353,-43.808,1.0,12.0,38.636,-90.228,467.52,0.952,-40
1066.463,34.958,10.245,-10.29,-0.221,0.622,-0.239,-0.004,-0.053,-0.004,90.201,18.186,998.347,-43.914,1.0,12.0,38.636,-90.228,467.52,0.952,-40
1066.887,35.733,10.433,-10.818,-0.222,0.627,-0.245,-0.005,-0.068,0.005,90.228,18.267,998.341,-43.889,1.0,12.0,38.636,-90.228,467.52,0.952,-40
1067.31,36.456,9.232,-10.851,-0.228,0.608,-0.232,0.003,-0.058,-0.001,90.265,18.19,998.337,-44.576,1.0,4.0,38.636,-90.228,467.52,0.952,-40
1067.728,36.827,11.501,-11.004,-0.234,0.617,-0.245,0.019,-0.048,0.006,90.293,17.862,998.359,-44.061,1.0,4.0,38.636,-90.228,467.52,0.952,-40
1068.148,37.494,11.126,-10.471,-0.225,0.618,-0.245,0.031,-0.099,0.007,90.265,18.065,998.32,-44.316,1.0,4.0,38.636,-90.228,467.52,0.427,-40
1068.565,37.36,11.534,-10.367,-0.227,0.617,-0.241,0.04,-0.096,0.009,90.247,18.228,998.344,-44.682,1.0,4.0,38.636,-90.228,467.52,0.427,-40
1068.982,36.034,11.413,-9.835,-0.23,0.618,-0.257,0.035,-0.076,0.009,90.283,18.064,998.326,-44.441,1.0,6.0,38.636,-90.228,468.832,0.427,-40
1069.396,36.907,11.45,-9.122,-0.238,0.616,-0.254,-0.007,-0.076,0.015,90.265,18.065,998.351,-44.127,1.0,6.0,38.636,-90.228,468.832,0.427,-40
1069.813,35.044,10.783,-9.24,-0.229,0.61,-0.244,-0.011,-0.049,0.001,90.192,18.132,998.352,-44.537,1.0,6.0,38.636,-90.228,468.832,0.427,-40
1070.233,35.574,10.121,-11.442,-0.227,0.61,-0.249,-0.022,-0.052,0.003,90.201,18.131,998.395,-45.52,1.0,12.0,38.636,-90.228,468.832,0.427,-40
1070.653,35.007,8.946,-9.95,-0.23,0.61,-0.237,-0.004,-0.052,0.0,90.238,17.961,998.416,-45.184,1.0,12.0,38.636,-90.228,468.832,0.427,-39
1071.074,35.001,8.722,-12.109,-0.238,0.607,-0.235,-0.01,-0.059,-0.005,90.219,17.831,998.4,-45.706,1.0,12.0,38.636,-90.228,468.832,0.427,-40
1071.495,33.941,7.695,-11.014,-0.223,0.617,-0.231,-0.005,-0.057,-0.003,90.21,18.175,998.424,-45.866,1.0,4.0,38.636,-90.228,468.832,0.427,-40
1071.911,34.689,8.424,-10.42,-0.222,0.611,-0.244,-0.01,-0.069,-0.002,90.164,18.209,998.403,-46.313,1.0,4.0,38.636,-90.228,468.832,0.427,-40
1072.332,34.051,8.251,-9.894,-0.216,0.609,-0.237,-0.009,-0.059,0.001,90.183,18.099,998.414,-45.818,1.0,4.0,38.636,-90.228,468.832,0.441,-40
1072.743,34.878,8.535,-10.677,-0.222,0.62,-0.242,-0.005,-0.07,-0.0,90.228,18.049,998.426,-46.214,1.0,4.0,38.636,-90.228,468.832,0.441,-40
1073.161,35.333,11.84,-10.582,-0.218,0.618,-0.239,0.002,-0.068,0.004,90.247,18.13,998.387,-45.936,1.0,6.0,38.636,-90.228,470.144,0.441,-40
1073.58,36.617,11.627,-10.135,-0.22,0.617,-0.241,-0.008,-0.056,-0.003,90.256,18.245,998.402,-46.058,1.0,6.0,38.636,-90.228,470.144,0.441,-40
1073.996,36.917,11.169,-10.628,-0.218,0.61,-0.244,-0.0,-0.065,0.003,90.274,18.107,998.369,-45.132,1.0,6.0,38.636,-90.228,470.144,0.441,-40
1074.416,36.204,12.204,-8.714,-0.218,0.617,-0.24,-0.006,-0.03,0.001,90.293,18.255,998.373,-44.969,1.0,12.0,38.636,-90.228,470.144,0.441,-40
1074.832,36.646,11.733,-9.77,-0.215,0.628,-0.237,-0.01,-0.062,-0.001,90.302,18.096,998.36,-44.326,1.0,12.0,38.636,-90.228,470.144,0.441,-40
1075.253,36.583,11.803,-9.642,-0.21,0.628,-0.232,-0.01,-0.069,0.003,90.329,18.149,998.359,-44.457,1.0,12.0,38.636,-90.228,470.144,0.441,-40
1075.672,36.45,11.303,-9.941,-0.218,0.614,-0.246,-0.005,-0.059,-0.001,90.348,18.09,998.342,-44.504,1.0,4.0,38.636,-90.228,470.144,0.441,-40
1076.09,37.26,11.758,-10.429,-0.225,0.614,-0.231,-0.006,-0.073,0.005,90.339,18.024,998.344,-44.728,1.0,4.0,38.636,-90.228,470.144,0.441,-40
1076.51,36.556,11.791,-9.631,-0.227,0.612,-0.229,-0.006,-0.067,0.001,90.348,17.865,998.364,-44.789,1.0,4.0,38.636,-90.228,470.144,0.419,-41
1076.925,36.43,11.982,-9.356,-0.224,0.607,-0.243,-0.008,-0.069,0.002,90.366,18.149,998.324,-45.598,1.0,4.0,38.636,-90.228,470.144,0.419,-40
1077.345,36.921,12.05,-10.155,-0.23,0.613,-0.233,-0.004,-0.073,0.001,90.394,18.362,998.355,-45.516,1.0,6.0,38.636,-90.228,471.129,0.419,-40
1077.762,36.817,11.986,-9.772,-0.212,0.625,-0.244,-0.005,-0.069,0.003,90.366,17.985,998.348,-44.145,1.0,6.0,38.636,-90.228,471.129,0.419,-40
1078.179,36.571,11.827,-10.333,-0.227,0.619,-0.238,0.003,-0.078,0.0,90.403,18.033,998.368,-44.879,1.0,6.0,38.636,-90.228,471.129,0.419,-40
1078.601,36.954,12.26,-9.76,-0.223,0.614,-0.235,-0.007,-0.075,0.001,90.431,18.481,998.332,-44.346,1.0,12.0,38.636,-90.228,471.129,0.419,-40
1079.017,36.493,11.371,-10.029,-0.217,0.62,-0.237,-0.002,-0.056,0.001,90.458,18.426,998.365,-44.895,1.0,12.0,38.636,-90.228,471.129,0.419,-40
1079.435,36.499,11.744,-9.762,-0.23,0.611,-0.25,-0.007,-0.066,0.002,90.477,18.195,998.351,-44.508,1.0,12.0,38.636,-90.228,471.129,0.419,-40
1079.854,36.56,11.96,-9.844,-0.221,0.599,-0.241,-0.005,-0.057,-0.001,90.477,18.185,998.348,-44.556,1.0,4.0,38.636,-90.228,471.129,0.419,-40
1080.272,36.66,13.049,-9.16,-0.226,0.614,-0.243,-0.01,-0.068,0.008,90.495,18.293,998.31,-45.213,1.0,4.0,38.636,-90.228,471.129,0.419,-40
1080.691,38.261,15.248,-8.814,-0.217,0.609,-0.25,0.003,-0.066,0.007,90.495,18.201,998.288,-43.132,1.0,4.0,38.636,-90.228,471.129,1.055,-40
1081.102,43.313,19.216,-7.258,-0.225,0.602,-0.249,-0.001,-0.064,0.022,90.504,17.96,998.234,-42.361,1.0,4.0,38.636,-90.228,471.129,1.055,-40
1081.52,40.699,22.26,-6.322,-0.213,0.616,-0.255,0.008,-0.12,-0.005,90.504,18.315,998.259,-42.522,1.0,6.0,38.636,-90.228,471.785,1.055,-40
1081.938,43.354,20.804,-13.422,-0.22,0.614,-0.259,0.089,-0.117,-0.0,90.495,18.506,998.282,-42.183,1.0,6.0,38.636,-90.228,471.785,1.055,-40
1082.357,41.335,19.351,-14.48,-0.211,0.61,-0.258,0.213,-0.214,0.01,90.541,18.106,998.263,-43.093,1.0,6.0,38.636,-90.228,471.785,1.055,-40
1082.777,40.807,18.525,-17.542,-0.218,0.605,-0.272,0.27,-0.233,0.017,90.523,18.467,998.291,-42.693,1.0,12.0,38.636,-90.228,471.785,1.055,-40
1083.194,40.387,17.85,-16.78,-0.222,0.61,-0.298,0.333,-0.255,0.011,90.495,18.141,998.291,-42.784,1.0,12.0,38.636,-90.228,471.785,1.055,-40
1083.613,38.991,17.039,-15.312,-0.235,0.625,-0.325,0.34,-0.293,0.008,90.228,18.17,998.249,-41.786,1.0,12.0,38.636,-90.228,471.785,1.055,-40
1084.034,35.364,18.025,-18.843,-0.24,0.562,-0.389,0.41,-0.267,0.053,90.127,18.45,998.248,-41.659,1.0,4.0,38.636,-90.228,471.785,1.055,-40
1084.456,41.029,17.257,-21.977,-0.004,0.901,-0.526,0.402,-0.295,0.009,89.925,17.942,998.223,-42.253,1.0,4.0,38.636,-90.228,471.785,1.055,-40
1084.877,38.907,18.767,-21.818,-0.258,0.697,-0.436,0.366,-0.335,0.1,89.796,18.059,998.266,-42.48,1.0,4.0,38.636,-90.228,471.785,0.868,-41
1085.294,39.551,20.187,-15.034,-0.311,0.727,-0.44,0.293,-0.253,0.003,89.87,18.424,998.206,-40.823,1.0,4.0,38.636,-90.228,471.785,0.868,-40
1085.714,42.663,20.24,-17.821,-0.289,0.742,-0.424,0.231,-0.21,0.019,89.934,18.34,998.146,-38.989,1.0,6.0,38.636,-90.228,472.113,0.868,-40
1086.131,36.929,21.043,-3.378,-0.259,0.721,-0.415,0.04,-0.189,0.035,89.943,18.525,998.148,-38.515,1.0,6.0,38.636,-90.228,472.113,0.868,-40
1086.543,40.868,17.773,-5.14,-0.314,0.734,-0.363,-0.01,-0.032,0.011,89.925,18.542,998.111,-37.72,1.0,6.0,38.636,-90.228,472.113,0.868,-40
1086.962,41.696,20.876,-1.963,-0.235,0.675,-0.344,-0.024,-0.133,0.008,89.953,18.263,998.089,-37.024,1.0,12.0,38.636,-90.228,472.113,0.868,-40
1087.381,43.36,19.532,-13.473,-0.509,0.677,-0.359,0.012,-0.105,0.015,90.008,18.764,998.016,-34.309,1.0,12.0,38.636,-90.228,472.113,0.868,-40
1087.798,39.871,17.524,-6.5,-0.271,0.728,-0.348,0.007,0.012,0.02,90.063,18.403,997.968,-33.333,1.0,12.0,38.636,-90.228,472.113,0.868,-40
1088.211,41.396,21.3,-8.059,-0.233,0.793,-0.431,0.018,-0.093,0.022,90.054,18.578,997.947,-33.096,1.0,4.0,38.636,-90.228,472.113,0.868,-40
1088.624,42.035,17.711,-9.156,-0.257,0.748,-0.351,0.01,-0.04,0.022,90.072,18.31,997.89,-32.467,1.0,4.0,38.636,-90.228,472.113,0.868,-40
1089.037,36.75,20.182,-3.674,-0.274,0.73,-0.391,-0.008,-0.152,-0.014,90.09,18.446,997.861,-31.945,1.0,4.0,38.636,-90.228,472.113,0.27,-40
1089.457,40.134,16.831,-5.244,-0.307,0.72,-0.414,-0.005,-0.027,-0.018,90.081,18.49,997.848,-30.617,1.0,4.0,38.636,-90.228,472.113,0.27,-40
1089.879,36.907,14.15,-15.634,-0.245,0.762,-0.424,-0.027,-0.257,-0.028,90.035,18.671,997.848,-31.353,1.0,6.0,38.636,-90.228,471.457,0.27,-40
1090.3,35.939,16.148,-7.452,-0.296,0.691,-0.394,-0.031,-0.123,0.018,89.989,18.257,997.852,-30.37,1.0,6.0,38.636,-90.228,471.457,0.27,-40
1090.719,33.484,11.748,-5.158,-0.261,0.884,-0.36,0.011,-0.049,-0.011,89.989,18.246,997.806,-30.246,1.0,6.0,38.636,-90.228,471.457,0.27,-40
1091.136,45.853,9.521,-19.116,-0.642,0.405,-0.568,-0.051,0.067,0.033,89.897,18.407,997.842,-30.949,1.0,12.0,38.636,-90.228,471.457,0.27,-40
1091.556,38.204,11.161,-16.51,-0.311,0.699,-0.369,0.014,-0.046,-0.007,89.897,18.379,997.787,-30.522,1.0,12.0,38.636,-90.228,471.457,0.27,-40
1091.975,39.319,11.413,-12.796,-0.304,0.724,-0.41,-0.007,-0.058,-0.008,89.897,18.407,997.805,-29.97,1.0,12.0,38.636,-90.228,471.457,0.27,-40
1092.4,41.413,6.102,-5.737,-0.355,0.713,-0.406,-0.072,-0.219,0.055,89.787,18.476,997.811,-29.513,1.0,4.0,38.636,-90.228,471.457,0.27,-39
1092.816,38.836,10.449,-10.828,-0.3,0.764,-0.414,0.007,-0.029,0.0,89.723,18.367,997.775,-27.687,1.0,4.0,38.636,-90.228,471.457,0.27,-40
1093.238,36.491,11.199,-8.223,-0.271,0.688,-0.386,-0.018,-0.083,-0.002,89.668,18.347,997.768,-28.477,1.0,4.0,38.636,-90.228,471.457,1.973,-40
1093.656,34.519,13.354,-7.183,-0.323,0.737,-0.362,-0.007,-0.02,0.014,89.658,18.396,997.727,-26.546,1.0,4.0,38.636,-90.228,471.457,1.973,-40
1094.075,32.819,12.339,-7.27,-0.265,0.69,-0.382,0.009,-0.019,-0.015,89.631,18.643,997.685,-26.15,1.0,6.0,38.636,-90.228,471.785,1.973,-41
1094.496,38.302,12.677,-10.794,-0.311,0.715,-0.412,-0.029,-0.091,0.005,89.52,18.624,997.662,-26.205,1.0,6.0,38.636,-90.228,471.785,1.973,-40
1094.912,38.768,12.105,-7.238,-0.265,0.713,-0.347,0.011,0.055,-0.009,89.502,18.678,997.653,-26.849,1.0,6.0,38.636,-90.228,471.785,1.973,-40
1095.328,32.752,10.384,-5.374,-0.378,0.684,-0.414,-0.03,-0.082,-0.003,89.539,18.475,997.635,-24.507,1.0,12.0,38.636,-90.228,471.785,1.973,-40
1095.747,36.942,9.58,-8.367,-0.285,0.724,-0.412,-0.042,-0.076,0.035,89.539,18.688,997.607,-25.218,1.0,12.0,38.636,-90.228,471.785,1.973,-40
1096.165,33.455,13.403,-7.954,-0.283,0.733,-0.388,-0.014,-0.102,0.0,89.529,18.498,997.627,-23.766,1.0,12.0,38.636,-90.228,471.785,1.973,-39
1096.587,36.958,10.068,-10.606,-0.263,0.739,-0.377,-0.005,-0.037,0.006,89.493,18.591,997.636,-25.209,1.0,4.0,38.636,-90.228,471.785,1.973,-40
1097.003,36.199,10.902,-11.159,-0.364,0.707,-0.356,0.001,0.002,0.007,89.419,18.501,997.605,-24.718,1.0,4.0,38.636,-90.228,471.785,1.973,-41
1097.418,38.406,10.71,-11.997,-0.252,0.74,-0.46,-0.034,-0.155,0.029,89.428,18.605,997.586,-23.972,1.0,4.0,38.636,-90.228,471.785,0.981,-40
1097.837,37.977,11.244,-11.933,-0.302,0.693,-0.445,-0.003,-0.061,0.013,89.428,18.544,997.612,-24.487,1.0,4.0,38.636,-90.228,471.785,0.981,-40
1098.255,34.279,11.371,-8.231,-0.333,0.677,-0.372,-0.009,-0.029,-0.006,89.428,18.359,997.601,-23.976,1.0,6.0,38.636,-90.228,470.472,0.981,-39
1098.673,38.436,11.99,-9.797,-0.224,0.631,-0.409,-0.04,-0.162,-0.009,89.336,18.601,997.581,-23.017,1.0,6.0,38.636,-90.228,470.472,0.981,-40
1099.092,34.346,10.369,-7.678,-0.445,0.783,-0.425,-0.015,-0.041,-0.006,89.309,18.842,997.547,-21.56,1.0,6.0,38.636,-90.228,470.472,0.981,-40
1099.51,36.611,9.201,-11.256,-0.359,0.712,-0.369,0.008,-0.055,-0.006,89.327,19.01,997.545,-21.553,1.0,12.0,38.636,-90.228,470.472,0.981,-40
1099.933,34.866,7.697,-4.076,-0.344,0.721,-0.425,0.004,-0.045,0.002,89.336,18.623,997.523,-21.926,1.0,12.0,38.636,-90.228,470.472,0.981,-40
1100.349,34.336,11.201,-6.889,-0.205,0.823,-0.455,-0.011,-0.082,-0.044,89.336,19.026,997.474,-19.947,1.0,12.0,38.636,-90.228,470.472,0.981,-40
1100.77,36.86,11.246,-6.641,-0.34,0.65,-0.38,-0.038,-0.099,0.011,89.29,18.782,997.545,-22.379,1.0,4.0,38.636,-90.228,470.472,0.981,-40
1101.192,34.874,11.63,-10.7,-0.328,0.614,-0.409,0.023,-0.06,-0.031,89.29,18.766,997.479,-20.672,1.0,4.0,38.636,-90.228,470.472,0.981,-40
1101.611,36.246,11.65,-7.676,-0.348,0.722,-0.4,0.002,-0.094,-0.011,89.299,18.792,997.424,-19.994,1.0,4.0,38.636,-90.228,470.472,1.624,-40
1102.026,39.178,11.24,-10.184,-0.292,0.732,-0.426,-0.03,-0.139,0.011,89.299,18.787,997.41,-19.436,1.0,4.0,38.636,-90.228,470.472,1.624,-40
1102.45,35.062,10.739,-8.883,-0.324,0.7,-0.36,-0.018,-0.064,0.007,89.235,18.761,997.432,-18.846,1.0,6.0,38.636,-90.228,469.816,1.624,-40
1102.866,35.076,10.904,-8.738,-0.318,0.665,-0.369,-0.014,-0.055,0.013,89.245,18.696,997.435,-20.588,1.0,6.0,38.636,-90.228,469.816,1.624,-40
1103.284,35.343,9.057,-7.676,-0.38,0.728,-0.404,-0.022,-0.062,0.017,89.189,18.807,997.419,-17.965,1.0,6.0,38.636,-90.228,469.816,1.624,-40
1103.699,38.726,10.722,-12.622,-0.335,0.742,-0.466,-0.012,-0.114,-0.003,89.07,18.798,997.391,-18.802,1.0,12.0,38.636,-90.228,469.816,1.624,-40
1104.122,35.423,8.543,-6.667,-0.266,0.768,-0.383,-0.024,-0.127,0.032,89.07,18.972,997.39,-18.599,1.0,12.0,38.636,-90.228,469.816,1.624,-41
1104.544,19.579,7.876,-2.797,-0.641,0.558,-0.394,0.011,0.113,0.084,89.088,18.923,997.495,-15.457,1.0,12.0,38.636,-90.228,469.816,1.624,-39
1104.965,33.268,12.003,-10.284,-0.324,0.726,-0.42,-0.011,-0.041,-0.098,89.116,19.108,997.383,-15.932,1.0,4.0,38.636,-90.228,469.816,1.624,-40
1105.384,36.006,10.337,-8.253,-0.347,0.693,-0.398,-0.007,-0.108,0.007,89.125,18.841,997.304,-16.589,1.0,4.0,38.636,-90.228,469.816,1.624,-40
1105.804,37.268,8.914,-12.722,-0.321,0.733,-0.413,0.018,-0.031,0.001,89.079,18.923,997.286,-16.281,1.0,4.0,38.636,-90.228,469.816,2.372,-40
1106.216,34.552,9.432,-7.978,-0.324,0.729,-0.432,0.009,-0.075,-0.01,89.051,18.804,997.289,-15.024,1.0,4.0,38.636,-90.228,469.816,2.372,-40
1106.631,36.202,10.692,-7.678,-0.331,0.718,-0.425,0.009,-0.007,0.001,89.005,18.702,997.295,-14.956,1.0,6.0,38.636,-90.228,469.816,2.372,-40
1107.042,36.754,12.017,-11.915,-0.306,0.713,-0.416,-0.009,-0.068,0.003,89.015,19.067,997.267,-14.902,1.0,6.0,38.636,-90.228,469.816,2.372,-40
1107.46,36.246,10.09,-8.997,-0.338,0.725,-0.384,-0.0,-0.05,-0.009,88.941,18.802,997.26,-14.548,1.0,6.0,38.636,-90.228,469.816,2.372,-40
1107.88,34.937,10.431,-8.282,-0.323,0.714,-0.383,0.004,-0.051,-0.016,88.83,18.902,997.237,-13.925,1.0,12.0,38.636,-90.228,469.816,2.372,-40
1108.298,35.411,10.08,-10.51,-0.341,0.678,-0.394,-0.007,-0.089,-0.01,88.748,18.767,997.197,-13.707,1.0,12.0,38.636,-90.228,469.816,2.372,-40
1108.724,38.56,10.033,-9.911,-0.298,0.775,-0.419,-0.008,-0.029,0.003,88.785,18.864,997.206,-13.675,1.0,12.0,38.636,-90.228,469.816,2.372,-40
1109.143,34.363,12.098,-8.451,-0.322,0.658,-0.401,-0.004,-0.037,0.008,88.803,18.853,997.182,-13.149,1.0,4.0,38.636,-90.228,469.816,2.372,-40
1109.562,35.449,11.297,-4.683,-0.402,0.669,-0.346,-0.049,-0.146,0.005,88.821,18.755,997.174,-12.336,1.0,4.0,38.636,-90.228,469.816,2.372,-40
1109.978,37.107,10.516,-10.131,-0.31,0.719,-0.394,0.013,-0.004,-0.016,88.812,18.88,997.175,-12.824,1.0,4.0,38.636,-90.228,469.816,2.343,-40
1110.396,37.633,12.158,-10.245,-0.378,0.728,-0.374,-0.02,-0.059,0.013,88.83,18.902,997.159,-11.957,1.0,4.0,38.636,-90.228,469.816,2.343,-40
1110.815,36.424,8.567,-8.427,-0.156,1.014,-0.286,-0.026,-0.129,-0.004,88.803,18.641,997.136,-11.038,1.0,6.0,38.636,-90.228,469.488,2.343,-40
1111.237,34.065,11.617,-8.004,-0.14,0.646,-0.443,0.0,-0.029,-0.056,88.812,18.859,997.159,-11.019,1.0,6.0,38.636,-90.228,469.488,2.343,-40
1111.655,36.999,8.957,-13.409,-0.256,0.561,-0.448,-0.004,0.0,0.018,88.84,18.831,997.134,-10.094,1.0,6.0,38.636,-90.228,469.488,2.343,-40
1112.067,32.32,4.64,-11.909,-0.763,0.62,-0.308,-0.02,-0.034,0.004,88.904,18.856,997.18,-12.591,1.0,12.0,38.636,-90.228,469.488,2.343,-40
1112.487,34.409,6.239,-14.486,-0.282,0.837,-0.386,-0.016,-0.054,-0.011,88.904,19.009,997.191,-12.632,1.0,12.0,38.636,-90.228,469.488,2.343,-39
1112.903,35.627,12.292,-9.393,-0.205,0.776,-0.42,-0.02,-0.093,0.009,88.904,18.78,997.122,-10.178,1.0,12.0,38.636,-90.228,469.488,2.343,-40
1113.322,38.479,14.512,-9.697,-0.248,0.733,-0.403,-0.006,-0.06,0.008,88.84,18.788,997.083,-8.678,1.0,4.0,38.636,-90.228,469.488,2.343,-40
1113.735,39.246,16.584,-10.064,-0.252,0.734,-0.412,-0.019,-0.089,0.023,88.812,18.995,997.075,-8.139,1.0,4.0,38.636,-90.228,469.488,2.343,-40
1114.153,40.432,19.832,-9.393,-0.254,0.721,-0.426,-0.001,-0.113,0.002,88.766,18.876,997.064,-8.924,1.0,4.0,38.636,-90.228,469.488,2.206,-40
1114.565,39.651,21.72,-11.84,-0.307,0.722,-0.412,-0.0,-0.121,0.032,88.821,18.913,996.983,-7.701,1.0,4.0,38.636,-90.228,469.488,2.206,-40
1114.983,42.968,24.829,-11.448,-0.297,0.754,-0.428,-0.062,-0.223,0.034,88.867,18.885,996.949,-5.771,1.0,6.0,38.636,-90.228,469.816,2.206,-40
